text,label
"1/ I was tested for #COVID19 this week. I was exposed to a PUI &amp; over the course of the weekend developed some (not all of) the sxs c/f COVID-19 - sore throat, cough, mild SOB without fever. Here are some things I learned...

(Thread)",0
"Flow of traffic in #Anderson, #Indiana
#CoronaCrisis #coronavirus #Covid_19 #lockdown https://t.co/pRElGymkVy",0
"Stolen from the internet, but such an important reminder amidst #COVID19 https://t.co/zCiXCPpPOK",0
"1.72% is the mortality rate in the USA right now from #Coronavirus - a few days ago it was much higher with fewer tests. Admittedly, this will no doubt change.",0
It’s time for all our public officials to ban large events. The virus is here. What we do now will have a major impact on how widely it spreads.  #COVID19,0
#transformationtuesday Today we lost the great #manudibango 2 complications from the #coronavirus #covid19. 😢 Thank u 4 #soulmakossa 🎷💜🙏🏾 and 4 bringing us a new art form. #tuesday #artist #musician #afrojazz… https://t.co/pD9gL6sa45,0
So I left the #TruckStop to go deliver my load and got on I-10 and couldn’t believe how many cars I seen coming from #California!!!  I guess the #californialockdown is a joke to the residents and they aren’t taking the #COVID19 seriously!!!,0
“density contributes to the spread of the #coronavirus” @nygovcuomo #nyc #wimby #yimbygohome #densitykills #newyork,0
"En la Bolsa de Nueva York nos someten a todos a un examen antes de entrar por el #COVID19 #coronavirus. Tenemos que rellenar un formulario, se nos toma la temperatura y si nos dejan entrar nos ponen un sello en la mano. @elEconomistaes @eEAmerica @Economiahoymx https://t.co/5xHq7zDrYl",0
"The life I now lead, thanks to #COVID19, has allowed me some free time to create these: my take on some vintage trading cards. @Sting @HulkHogan are the first two, with more to come I’m sure. https://t.co/2J2bSoZvx0",0
Christmas in March? 😂😂 My #HOA would be #punks about #christmasinmarch   They aren’t sending me  violation letters at least in the #coronavirus #outbreak https://t.co/4tWtkWNfEy,0
"For all of the businesses open in Memphis,I would love to know what precautions are being taken to ensure health &amp; safety of employees, customers &amp; their families. Temp Checks? Sick policies? Emergency plan for + COVID-19 case? #covid19 @3onyourside @FOX13Memphis #transparency",0
When is this game of Plague Inc. gonna be done #coronavirus,0
Bravo @TheAtlantic! All the articles regarding #CoronavirusOutbreak are available for free for everyone to read. And their coverage is incredible. Amazing job. https://t.co/3OBHtvaufQ,0
“The Army Corps of Engineers said on Tuesday that the agency — which has had its massive capacity put to use in past disasters like Hurricane Katrina — was still awaiting orders.” https://t.co/yh8nLSnp9k #COVID19,0
"A doctor in Bergamo, Italy recorded a video asking for donations to help his hospital's fight against #coronavirus @irmaraste @eViRaHealth #CoronaVirus #CoronaVirusOutbreak #COVID2019 #covid19 https://t.co/Gi7PfGDrDP",0
Exactly!! Stay Home your not invincible and this virus could kill high risk family members!!! #StayAtHome #Covid_19 #CoronavirusPandemic https://t.co/qMaqzjowtJ,0
Korea is the country that is the model for widespread testing of #COVID19 https://t.co/VM37gyFeaf,0
"""Coronavirus: Spain expected to announce lockdown"" #Coronavirus https://t.co/OFcmNqmkQO",1
Day 2 of #coronavirus #homeschooling We took a field trip to Plum Street. My kids enjoyed the outing. I broke up a fight on the way there. https://t.co/bKDsVbJa2F,0
How many of y’all had to hit the pharmacy for a Plan B this week? #StayHome #COVID19,0
#StephenColbert #TheLateShowWithStephenColbert #Coronavirus Stephen Colbert monologuing from his bathtub is the content we truly need right now https://t.co/prAIydAlqY https://t.co/u5Ce42cYYC,0
Give $2000/month to every American #moneyforthepeople #covid19 - Sign the Petition! https://t.co/fD2XwMxnE8 via @Change,0
"#shortage #Covid_19 #CoronavirusPandemic #HealthcareHeroes #StayAtHome  Please stay at home, from your local MD’s https://t.co/5b4SquD5kh",1
Thinking of all my Arab/South Asian/Muslim sisters socially isolated in toxic home environments right now. You’re stronger than you know. #COVID19,0
"Folks, this is concerning. Seriously. 

#COVID19 #COVID19colorado https://t.co/iNn1kOM4i5 https://t.co/el6cnVtwfq",0
"#McDonald’s ain’t playing 👀👀⛳️😩

#CoronavirusOutbreak #coronavirus #McDonalds https://t.co/ptD3Z0TFRx",0
Sequel to “Come from Away” will be “Stay da fuck Away”! #COVID19 #noeggsammiches4u #nlpoli #nltraffic,0
Little rain and now some sun ☀️ #COVID19 #QuarentineLife #home https://t.co/rQOkBVWqSc,0
"The signs of the coronavirus panic. Empty aisles, closures of various parts of the store, purchasing limits, and social distancing reminders. #target #coronavirus @ Target Store Gaithersburg https://t.co/EBgnSSoY4P",0
Fuck Trump #coronavirus is a hoax ...... Baby Donald is a wacky #CancelTrump @GOP silent https://t.co/p7Pb26j6er,0
#thread #COVID19 #healthcare #insurance https://t.co/8TZJqLvehx,0
This #CoronaVirus really don’t want me to get fit 😤,0
BREAKING: 41 people have now tested positive in Austin and Travis County for #coronavirus,0
#Covid_19 #CoronaCrisis #COVID19 #CoronaVirusUpdate #CoronavirusPandemic #CoronaVirusChallenge https://t.co/Ve3fp9KVR3,0
This virus is in Alabama y’all. Don’t be fooled. When are we going to be honest about it is the question.... 😂😂 #Covid_19  #coronavirus,0
This is how American manufacturing steps up to the plate in a time of #coronavirus crisis #UnionStrong #solidarity https://t.co/XGTO5Gxxbb,0
#CoronavirusPandemic https://t.co/WwIAvkG4PD,0
So where are the #millenials to take care of us old folks during #coronavirus ?,0
Socially disruptive steps are required to avert a large number of deaths from #Covid_19. How quickly will the average American act?,0
"Desde este momento USA se encuentra en #emergencianacional  por el #coronavirus @ Miami, Florida https://t.co/9SD1E1gmYC",0
"Dr. Kilkenny says no pharmaceutical interventions are currently the most important response strategy against #COVID19. Some easy examples are below. Harder examples include adjusting work schedules, temporary school closures, and cancelling gatherings. @WOWK13News https://t.co/6WkwSYRSUg",0
It’s always good to have a routine with the kids home from school now #homeschool #dailyroutine  #coronavirus #choresforkids #synergychiromi @ Synergy Chiropractic &amp; Neurofeedback https://t.co/PIX0k1lS51,0
"“In Milan, in Bergamo, in Padua, MD’s are having to choose between intubating a 40-year-old w two kids, a 40-year old who is fit &amp; healthy with no co-morbidities, &amp; a 60-year-old with high blood pressure, because they don't have enough beds/vents.#Covid19
https://t.co/IvXrUW4m5t",0
I wrote down some thoughts the other day and thought I would share.  Hang in there and have a great Friday!  #Covid_19 #COVID19 #world https://t.co/BcHsifcmNi,0
"#Repost @00PN00 (@get_repost)
・・・
Things are just not going davidvoicestein's way 😔 #comedy #tragedy #unlucky #coronavirus #covid19 #socialdistancing #betting #bettywhite #newyorkcity #seinfeld #wutang #adultswim… https://t.co/03gSQUGwdq",0
Spot on. This is exactly why Trump isn’t ordering more testing for #coronavirus. https://t.co/wAnEaOelom,0
"The #Amish don't give a F*%k about your pesky virus.
🙄
#socialdistancing #Coronavirus #COVID19 #Sarasota @ Sarasota, Florida https://t.co/CSCgZzb0nj",0
I'd really like something to #washthrough our f'ing president. I don't know maybe #leadership #compassion #Humanity? I know  #intelligence is way too much to ask. #COVID19PH #QuarantineLife #coronavirus #getittogethertrump,0
My son is half Chinese...So that means he is half a #Coronavirus? 😂 FOH....he's fine by the way... https://t.co/mHHG5iGe2g,0
Club quarantine!  Major vibes over here!  I’ve literally been in this chlorine filled hot tub for over 3 hours now.  I’m doing my part to stay ‘rona safe 😂 #clubquarantine #covid_19 #corona #quarantine @ Cool Geekz https://t.co/izyUwxDw0t,0
Shouldn't we know results of @realDonaldTrump and @GOPChairwoman #COVID19 tests already?,0
Females having a ball with they IG captions #coronavirus,0
"I scared. How about you?
#CoronavirusPandemic #scared #CoronaCrisis",0
"125/ #COVIDー19
""@comcast Opens Xfinity WiFi Network Nationally &amp; Offers Unlimited Data, both Free""🔗 https://t.co/BqNPYPF1n9

New low-income families who get Life Essentials program = 60 days of Internet free🔗 https://t.co/9Vgbr294fs

#COVID19 #DAT #StayHome #QuarantineLife",0
Please tell your senators to vote on emergency legislation to  put #FamiliesFirst and help people affected by #COVID19. We need to help them! Take action with @EdVotes. https://t.co/WpzeVBtQei,0
@RNS @JerryFalwellJr He needs to be relieved of duty!! How can he get away with openly defying a Virginia State Executive Order @GovernorVA ? And salon owners have to close down their only source of revenue? @LibertyU #CoronavirusPandemic #CoronavirusLockdown #CoronavirusUSA,0
"BREAKING: Los Angeles Mayor orders... Bars closed. Gyms, movie theaters, other public gathering places closed. Restaurants closed, delivery only. Places of worship urged to close. ORDERS GO INTO EFFECT AT MIDNIGHT. #coronapocolypse #COVIDー19 #coronavirus",1
"Trump, who proposed cutting global health funds by billions, says coronavirus will ‘miraculously’ disappear in hot weather! @realDonaldTrump #TrumpPandemic #TrumpLiedPeopleDied #TrumpVirus #CALockdown #coronavirus #CoronaVirusUpdate #ResignNow #Covid_19 #COVID19US",0
Pero si la ley 100 le abrió los hospitales a los pobres. @AlvaroUribeVel #CoronaVirusUpdate #Covid_19 ¿qué      pasó? @DCoronell https://t.co/5bhiUcQd69,0
When is a bug not a bug? When it’s a feature. #RepublicanSlushFund #gop #COVID19 #DeathPanels,0
"-  Wuhan, Italy, S. Korea LOCKDOWN on #COVID19 

(LOCKDOWN is RECIPE for REMEDY) 

AMERICA IS NOT TAKING THE VIRUS SERIOUS BECUZ

          MONEY 💰 &gt; LIFE ♥️ 

#COVID2019 https://t.co/NyggEqROJn https://t.co/HIJav7k4f2",0
"It must be such a strange thing if you were homeless and disconnected from the world and see that all the streets are deserted and have no clue what's going on.  

#CoronavirusPandemic #californiashutdown #CaliforniaQuarantine",0
Dwight Schrute but instead of up charging people for Princess Unicorn it’s Lysol Wipes #CoronavirusOutbreak,0
"Perhaps #RondaRousey should try this approach instead of bragging about stock piling her groceries and making fans feel bad they are not prepared for a pandemic.  Nice people do nice things, thanks Brittney.  #COVID19 https://t.co/3pczKanIIt",0
#coronavirus Çinlilerin yediği yarasalardan ortaya çıktı geyiklerine pek inanmıyordum ta ki şu akademik makaleyi görene kadar. 2007’de basılan bu makalede Çin’in güneyinde insanların yediği egzotik hayvanlarla coronavirüsleri arasındaki ilişkiden bahsetmişler. https://t.co/0yNRC4HIqM,0
Gov @AsaHutchinson LIVE right now: THREE more cases of presumptive positive cases of #Covid_19 in #Arkansas,0
"NY is becoming the epicenter of more than just #COVID19. The effort to trick the #nyleg to vote for banning #vaping is spreading.

https://t.co/AEuuhU4pNj https://t.co/fnJ2M7fB16",0
Best thing I’ve seen all year. #coronavirus #2020SoFar https://t.co/NrHeLfkvde,0
Under the most recent mandate on businesses by Gov. Sisolak is mention that retail cannabis dispensaries can only operate via delivery effective at 11:59 pm tonight. #vegas #coronavirus https://t.co/axrIzyQHib,0
@ccarolinekruer They voted against it because they have yet to figure out how to profit off of it. #GOPCorruptionOverCountry #COVID19 #StayHome #CoronaVirusUpdates #SaturdayThoughts #COVIDー19 #GOP #MitchMcConnell #TrumpIsTheWORSTPresidentEVER #TrumpPlague #TrumpVirusCoverup https://t.co/HoMu3LDItu,0
I would rather have the #coronavirus then these cramps 😖🩸,0
@TomWolfPA  @billpeduto @CityPGH  @WTAE @KDKA @WTAE  #COVID19 #pittsburgh #CoronavirusOutbreak https://t.co/PiyOk44C40,0
"For anyone that goes to @panerabread at Cedar Bluff knows how busy it is. I ran in this morning for coffee and I was the only customer in the building!! It was a very strange feeling, actually it was shocking and disturbing 👀🦠😷#Knoxville #coronavirus #COVID19",0
Pittsfield has a #COVID19 dashboard on its website now.,0
"Gov Sunnunu won’t issue mandatory essential order because he claims that MOST have voluntarily closed instead 😑🙄😧

Cannot WAIT to can him in November. #ShutItDownNow #coronavirus #NewHampshire",0
My little girl hasn’t had all of her shots.. are there any other #moms worries about their #babies &amp; the #CoronavirusOutbreak ? #coronavirus #LosAngeles,0
"by any means... RECORD 💕 . #fuckthecoronavirus 
Drop a  “🖕🏽” if you hate the #coronavirus 
fruits 🍎 out now ! (Link in Bio) @ Rochester, New York https://t.co/lXrnfjwVKA",0
Gov. Andrew Cuomo for President! #PresidentCuomo #coronavirus,0
"@KYComer @RepChipRoy @Jim_Jordan @CongressmanHice @virginiafoxx @RepCloudTX @RepMarkMeadows @RepThomasMassie @HouseGOP Don't you wonder why @ChuckGrassley @GovParsonMO @LtGovMikeKehoe @RepHartzler @RoyBlunt @HawleyMO @USRepLong @RepJasonSmith don't change the law to prevent foreign entities like China from buying or owning US soil? 

#COVID19 
#LackOfLeadershipMatters 
#TrumpPenceAccountable",0
¿ #DemolitionMan predijo el #coronavirus? 🤔 https://t.co/6mKuLHtLOV,0
"Florida reacts to #Coronavirus different
 https://t.co/RLbDsNJGDO",0
Información del #CoronaVirus en #NY https://t.co/BMsNuY9Fxe,0
"I bought a bag of puffcorn to help see me through...., is that enough? Should I get another bag? What if someone else wants puffcorn? 
This is all so hard, so very hard. #coronavirus",0
This can't be good. This is the police parking lot in #JerseyCity. #coronavirus https://t.co/Ofw3tPLBZh,0
What's most disturbing is the lack of leadership from @CDCgov no follow up on kit data or roll up of state data/clusters.  Private sites stepping in but I don't think @DailyMail should be better at this than the CDC #coronavirus #COVID2019 #CoronavirusOutbreak,0
One #TraderJoes manager told us Thursday was busiest day in store history. Maybe today breaks the record? #FridayThe13th #COVID19 https://t.co/vfwSP60Bye,0
"Me on New Years: 2020 is going to be GREAT! #hotgirlsummer here I come! 😛
*#COVID19 #CoronavirusOutbreak *
Me: https://t.co/Akogrw1BFZ",0
Thankfully there’s an app that tells you which of your friends are fucking idiots that could get you killed: it’s called @Facebook   #CoronavirusPandemic #darwin,0
"@SenatorLoeffler Not a time for politicizing, eh, Kelly?

But, apparently, a time for #InsiderTrading &amp; profiting off of a global pandemic while waiting for Americans to get sick &amp; die.

#ResignNow #coronavirus #COVID19 https://t.co/ylmSZcGl5M",0
😂😂😂😩#coronavirus #MexicoEnCuarentena https://t.co/eGvD7GsflD,0
Rudy Gobert the best Defensive player on the planet. The man Shut the whole league down. #rudygobert #NBAsuspended #nba #CoronavirusPandemic #CoronaVirusUpdate #coronavirus,0
@realDonaldTrump  is responsible  for every death from #COVID19 The lack of tests available is on the Federal Government and he is supposedly the leader. #TrumpFail #caronavirusoutbreak #CoronaVirusUpdate,0
Where in the world will all the children be &amp; how will the parents work?😟 #coronavirus https://t.co/QDZivPLCIL,0
"📺 Tune in this Friday, March 13th at 8:30pm on @wtvipbsclt as President &amp; CEO @sepisaidi speaks with @UNC_Health_Care and @Colliers impacts of #COVID19 on the economy https://t.co/yRHjbxqvBk",0
"The blood pressure med Losartan may be effective against #covid-19. Add a question to the contact tracking about that, or start a survey of all Losartan takers. #coronavirus",0
These are indeed difficult and strange times. Let’s work together to get through this pandemic. #SandersD10 #Coronavirus https://t.co/ZU9tnJ20Mg,0
"Safe up, I don't take this #Coronavirus lightly but I will never be one to loose my sense of humor in a time of crisis cause others are panicking.

""Once you panic you've lost.""
Take care of yourselves, and look out… https://t.co/2ZHtsXG7qX",0
#InformaciónEstadosUnidos 🇺🇸 #California #Importante #Coronavirus 🦠https://t.co/8c0B7IBlDD,0
"According to the #COVID19 Senate GOP Plan, checks would reduce to $600 for taxpayers who have little or no income tax liability but have at least $2,500 in qualifying income in 2018. In other words, poorer Americans will get very little or nothing at all. Truly unacceptable.",0
#toquedequeda #caliche #curfew #puertorico #covid #coronavirus with @beabel0921 @ Bayamón Pueblo https://t.co/OvwyDjmyMw,0
Coronavirus: 21-year-old Spanish football coach dies https://t.co/5FAvDrsuhi… #COVID19 #coronavirus https://t.co/0SKOULKfON,0
#medicalCoding #MedicalCoder #ICD10 #CPT #HCPCS #coronaVirus #Covid19 #SARS_COV_2 #Coding https://t.co/LdwjmHkptj,0
First weekend home lol turn the sound on it’s great #lusterheatandair #coronavirus #victory https://t.co/jFHQmIvClg,0
"@TomJChicago @JohnMTalmadgeMD WHY IS HE STILL IN THE WH? He's seriously addled. And drugged up. Our country's standards have sunk so low..

#25thAmendmentNow 
#RemoveTrumpNow 
#coronavirus",0
The Singing Puppy #SingingDog. #Coronavirus https://t.co/WyBKG0jMEY via @YouTube music to break up the stress,0
"This is how you can reduce your risk of #coronavirus

Our EMS wipes is 65% ehtyl alcohol based, effectively kill 99.9% of germs! It's the best alternative when water and soap are not available. 

(📷: @Who)

#MyHeroWipes #ProvenToProtect #ProtectYourself #HandSanitizer https://t.co/LHNc021IVY",1
"It’s 🍀Milwaukee’s Irish Intersection🍀 and this St. Patrick’s Day, these bars and restaurants will be empty. 

The Harp and Trinity closed their doors yesterday. And overnight, the county implemented a dine-in ban in 11 cities in the area. #COVID19 https://t.co/7w9J3wQORh",0
"Well one thing’s for sure, your dad (@realDonaldTrump) called the virus a #Hoax not too long ago... #coronavirus #COVID19 #Covid_19 https://t.co/wwKdAg6YXl",0
I’m Keeping Busy #COVID19 Style: My house is (almost) clean enough for company to come over!,0
"#BREAKING: @GavinNewsom just ordered a statewide STAY AT HOME ORDER starting tonight, urging people to stay home to help combat the #coronavirus pandemic. https://t.co/RJ3CYfzGvN",0
"@welcome2myranch (2/4)
I'm nervous, I'm scared,  as we all are.  I've got a close family member with Parkinson's and a pregnancy in my family and lots of contacts who have scarier situations than my own.  #coronavirus",0
@marty_walsh do the right thing and begin to close down #Boston. We need to stop the spread of #COVID19 now. Too many of our fellow citizens and employers aren’t taking this seriously and are putting others at risk.,0
I listened to the podcast but most still like YouTube check this out stay safe! https://t.co/CfiSM1zt9O #COVID19 #MustWatch #coronavirus,0
"The funniest thing I heard yesterday was @KevOnStage refer to the #CoronaVirus as ""Dat Rona"" 😭🦠",0
"@GavinNewsom Act now, please!!! #COVIDー19 #COVID19 https://t.co/g2yMKdguq5",0
Shout out to @Target for having people sanitizing carts as you walk in. #CoronavirusPandemic #COVIDー19,0
#CoronavirusPandemic https://t.co/kcr6cMCWQQ,0
Is this why I can’t find any bleach on the shelves? Apparently we need a reminder NOT to drink bleach. It’s NOT a cure for #COVID_19 https://t.co/uFu16Jv6Iv,0
"Please use tweets, images, and memes at:

👉 https://t.co/9eqV78YUmP 👈

.
.
#coco #CoronaCrisis #coronavirus #covid19 #blockchain #messaging https://t.co/XUimtAWjBP",0
A local playhouse is advertising that they’re open. How completely socially irresponsible to encourage people to congregate right now. You are contributing to the outbreak. #COVID19 #FlattenTheCurve #JackNElle https://t.co/DUBb6LKcns,0
"It’s not the Chinese virus it’s actually #COVID19, a #coronavirus. That is kinda racist. That’s why everyone’s gotta #VoteBlue2020 #VoteBiden2020 #VoteSanders2020 #VoteWarren2020 #CoronavirusOutbreak #WrestleMania #Corona #Italy #workingfromhome #gradient #lockdown https://t.co/IeIT4dVTlh https://t.co/wkFDAHG9Hl",0
"POR FAVOR, háganle caso al Dr. Cabanillas. #toquedequeda #PuertoRico #Covid19  https://t.co/tPVhIzZWv2",0
"While I do feel like this coronavirus thing is serious, I’m starting to feel like this may be Darwin doing his thing...
#CoronavirusPandemic #Darwinism #survivalofthefittest",0
"Love this...sending love to the people of India, a country close to my heart. #coronavirus #COVID19 #IndiaFightsCorona https://t.co/Gj0z1YZo2Q",0
@Richard_Soto Are we only seeing the tip of the iceberg in the current confirmed #covid19 cases? Hard to answer as of now given the statistics based on the existing fatality rate and found positive cases. What do you think?,0
Hope you feel better soon @idriselba #coronavirus https://t.co/ooTBANP2d5,0
"With all the craziness happening around let’s forget about the silver lining - book your vacations now, everything is cheap, appreciate the extra time with the family, invest the extra savings from not going out. #sitecore #coronavirus #BeBetter #COVID19",0
"Far Right: This is a hoax. 

Far Left: We’re all dead in 6 hours. 

Me: Barnett f’d up not picking Jessica when they were in the pods. 

#LoveIsBlind #Netflix #COVID19",0
These numbers don’t seem to match up @TNDeptofHealth. What’s up? #Covid19 #Tennessee #Nashville https://t.co/Lg5yXawDwX,0
"Looking for #volunteers in #SanFrancisco working directly with the universities' non-profit foundations to quickly find #lab folks with @Stanford and @UCSF that are MT(ASCP), MLS(ASCP), and/or California MLT or CLS to perform #covid19 #coronavirus rapid, same-day tests.",0
"Thanks, Travel Dad. #Covid19 https://t.co/RsUMdJ9PM3",0
"#Covid_19 delays #BlackWidow then i will start to panic, but for now... https://t.co/gXOY8OHHYv",0
"Everyone except one (go him!!!) of these speakers has gone for a handshake. STOP TOUCHING!!! 

These are leaders and they need to also lead by example. #LiveOnK2 #COVID19 https://t.co/hKhO6gDGZM",0
"Barr is serving as the shiny object. He's there to portray tRump as a law &amp; order president.

Don't be distracted. He's profiting bigly off of this pandemic. 
#RemoveTrumpNow
#TrumpPressConference 
#CoronavirusPandemic",0
All These Celebrities Donating￼ To These CoronaVirus Relief So 🤷🏽‍♀️ Where’s My Check At 👀￼#CoronavirusPandemic #coronavirus #COVID19,0
Boston Marathon canceled. #CoronavirusPandemic https://t.co/LIBSvji4d1,0
Hey knockelheads!!! Yeah - all of you ages 19-49 ...🤪🤪 listen up @DannyDeVito has an important message regarding #coronavirus #COVIDActNow https://t.co/qqWpgNcVNz,0
There will be plenty of time to catch up with friends and family over a few drinks when all of this is over but for now it is time we #StayAtHome where we can. #covid_19 #coronavirus #elderlycare #immunecompromised… https://t.co/vFnJFXOzYM,1
#Coronavirus doctor says lung scans for young patients were 'nothing short of terrifying' https://t.co/p9dK8klqdf via @nypost,0
"#COVID19 
#CoronaVirusUpdate https://t.co/fWZiaPbTLK",0
"@ghettokirby1 This reply is deeply rooted in misogyny and is quite frankly riddled with racist and deep alt right undertones, so unless you want to stay on this app I would advise you to go on a soul searching journey to truly come to terms with what you have become. Periodt ✍️ #coronavirus",0
@buddynewman @klobucharmy Been tweeting and giffing accurate posts on the #shitshow by #shitler #coronavirus https://t.co/pKs5vqh5ry,0
Exactly this. #COVID19 #cancer https://t.co/SgaGoiOHcS,0
RIP 5 second rule #COVID19 https://t.co/lMNKtI8u5W,0
"#Nashville has a TON of musicians worried how #coronavirus will keep them from making money. Talked to @johnrich on FaceTime (#SocialDistance) about his plans to help keep paying his employees AND bands who play at his bar. 
He’s challenging other biz’s to step up. 
@WSMV https://t.co/ZuVBtgGesm",0
#StaySafeStayHome #StayAtHomeChallenge #StayHome #COVID19 #CoronaVirusUpdate #SocialDistancing @DrOz @drsanjaygupta https://t.co/vKydXrphHG,0
"We need to ensure #SocialDistancing does not exacerbate #socialisolation, which is an increasingly recognized health challenge in the U.S.

Please check on your family, neighbors &amp; friends through virtual means &amp; low-risk contact.  

No one should feel alone. #COVID19",0
#pandemic #earth #staysafe #staypositive #toiletpaper #clorox #covid_19 #saturdayvibes #saturday #saturdaynight #stayhealthy #netflix #clean #sanitizer #sanitize #cancelled #closed #stayhome #trending #chrisevans… https://t.co/pg2TYnJKZL,0
"Instead watching another useless #COVID19 briefing, I went outside into my backyard and, as I expected, it was a much better idea. https://t.co/RLTbN5vbLG",0
#BREAKING911 #BREAKINGNEWS @ICYMI #ICYMI #COVID19 #CORONAVIRUS #UPDATE  #REFUSAL #NATIONAL #LOCKDOWN  #WATCH : #DrAnthonyFauci #NIH Puts the #Media Back In Its Place Over a #Hypothetical #Question :  https://t.co/gBh9Z4whRq,0
"Now 42,000 confined cases. @realDonaldTrump ignoring the #Coronavirus and calling it a hoax has put so many Americans in grave danger. Their health is at stake. Many American could die and Donald Trump and the @GOP will be to blame. #COVIDー19",0
Is Italy turning the tide on #coronavirus? https://t.co/nQ2pmYbkiX #COVID19 @IrmaRaste @eViRaHealth #coronavirus #COVIDー19 #COVID19 #CoronavirusPandemic #ItalyCoronavirus #Italycorona https://t.co/zlp1iXYV1G,0
Drive thru testing areas...where are they? #CoronaVirus @MayorOfLA @mridleythomas @MRodCD7 @MitchOFarrell @CurrenDPriceJr @mhdcd8 @CD6Nury @cmgilcedillo @josehuizar @HerbJWesson,0
Trump going to announce state of emergency regarding coronavirus. #UN #Covid_19 @WhiteHouse #USA #Friday,0
“Well I think that’s a nasty question.” and then they kill the mic from the PBS Newshour reporter so she cannot ask follow up questions. #Covid_19,0
"Shopping for toilet paper is the new March Madness.
 #Marchmadness
#TrumpIsUnfit
#CoronavirusPandemic",0
Heeeeeeeeelp #CoronaVirus Emergency Groceries,0
#CoronavirusOutbreak #COVID19 https://t.co/PTKbLhFObz,0
Some students in MI even with support from cable/internet companies live in remote areas where there is no infrastructure to support internet/cable.  #equitable #education #Covid_19 #HumanRights @MIEducator @NBPTS,0
#CoronavirusPandemic https://t.co/DoFV838OVe,0
"starting a thread documenting life (particularly in the 626) during this #coronavirus pandemic and how #COVID19 is affecting my community. we are living through a historical event, the scale tbd",0
"my contribution, a bit of enterteinement at this time of insecurity, frustration, let’s keep our hope, our positive thinking for a fast solution against this invisible enemy. #coronavirus #lifeisgood #staytogether @… https://t.co/xUTkM9aJG1",0
"Asher came up with his own experiment. Conclusion?

“Science rules!”

#coronavirus #quarantine #scientificmethod #legominifigures #nofilter @ Blacklick, Ohio https://t.co/KtEeI9iS52",0
"Read, share my new #blog on #compassion #caremongering &amp; #coronavirus
 https://t.co/5P1io0MI3f #covid19 #GoodNews",0
"If given an option to present virtually - TAKE IT! You will have an audience, so your research will still have reach - maybe even more since virtual formats allow for sharing of recordings. #careeradvice #COVID2019 #CoronavirusOutbreak #cancelled #scipol",0
Important piece @danajacobson &amp; @jeffglor re our seniors. We have been prevented from visiting 2+ weeks. FaceTime has been a blessing. @CBSThisMorning #CoronavirusPandemic,0
CORONA TINGZZZ #CoronavirusOutbreak #coronavirus #CoronaVirusChallenge #QuarantineLife #selfquarantine #TikTok #COVID19 https://t.co/0TWJmeA3cV,0
Checked out a bunch of books @dallaslibrary Preston/Royal before the week long closure! @FODPL @DallasLibJo #COVID19 https://t.co/PE42YURK9m,0
@DrDrAbhishekS @DrTravisScott The fact that we do not understand the performance characteristics of the various #COVID19 tests being deployed is yet another huge frustration,0
"DON’T WORRY

President Camacho finna make errybody who’s American a ONE MILLION PERCENTER

#coronaviruspandemic @ Washington D.C. https://t.co/Y1tzIaIUnY",0
"I am a medical office in #Connecticut. 
We currently offer Drive Thru #Coronavirus screening. 
This week alone we had on hand 300 #CV19 nasopharyngeal swabs. We are getting another shipment in of 400 on Monday. @GreenHosp offers the same service. #facts https://t.co/qQKzBKh3eo",0
Where is bill nye the science guy when you you need him #coronavirus,0
Doesn't it look like someone dropped an anvil or something on his foot the EXACT moment this picture was taken? He looks super pissed off lmao.... EJ and I starting to slip away.... #coronavirus #eatshitcoronavirus https://t.co/fkoxUljUf2,0
"When the guy who says, ""Don't touch your face"" does this at your presser, you know it's bad.
#CoronavirusPandemic #Covid_19
#FauciFacepalm https://t.co/2E7mbEPFlc",0
"@CityofSIB Thankyou
Since the #FederalGovernment has dropped the ball on #Covid_19 we a need grass roots campaign on CityCountyState level to mitigate #Coronavirusflorida",0
It’s hard to articulate the emotions I experience because I constantly find myself justifying why I come back to ‘small town Iowa’. Tonight’s one of many examples as to why I love coming back.The laughs I get with my brother and his friends are second to none. #Gamenight #COVID19,0
"Someone in our house: 
if we get coronavirus, we’ll just be quarantined for 2-4 days, like Tom Hanks 

Me:
Except for people who are immunocompromised or have underlying conditions, two of whom live in this house

#coronapocalypse #COVID19",0
"Stay-at-home order issued for Illinois starting tomorrow at 5 p.m. and we’re like, “Cool. It’s about time. We’ve already been doing that for a week.” #stayathome #coronavirus #covid_19 @… https://t.co/skiVjMZOK6",0
"Someone I ghosted asked to come over, and I said no. He asked why. I told him it was because every rapper he loves has a stage name that starts with “Lil” or “Yung”. And also, #Covid_19 

#StayAtHome , fool. https://t.co/Q2MirCp1DS",0
Everyone stop saying “abundance of caution.”  #COVID19,0
@realDonaldTrump Yeah just a smidge.. Parents are also under attack by a very visable predator disguising itself as friend. @ABC30 @milck1979 @NoLongerIgnored @JeffreeStar @attyshawn #CPS #COVID19 #CoronaVirusChallenge #coronavirus #CoronavirusOutbreak #childrenindanger,0
#Universal extends closures through April 19. #coronavirus #COVID19 https://t.co/o96GQA3JkT,0
"Y'all can play politics.

I will stick to the timeline.

#CoronavirusPandemic 
#Covid_19 https://t.co/rzLLuynFB7",0
